audio_id,target_id,canonical_hash,primary_focus,protocol_id,goal_title,protocol_entry_title
00ae450b11f1,DENSE_SOLID,c7b80985de0786bfc5b025f7292b95bbe9b50a6975f5bff2ad6a1417df25a55c,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
00ae450b11f1,BRIGHT_CLEAR,c7b80985de0786bfc5b025f7292b95bbe9b50a6975f5bff2ad6a1417df25a55c,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
00ae450b11f1,SOFT_SWEET,c7b80985de0786bfc5b025f7292b95bbe9b50a6975f5bff2ad6a1417df25a55c,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
00ae450b11f1,LIGHT_CLEAR,c7b80985de0786bfc5b025f7292b95bbe9b50a6975f5bff2ad6a1417df25a55c,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
00ae450b11f1,WARM_FULL,c7b80985de0786bfc5b025f7292b95bbe9b50a6975f5bff2ad6a1417df25a55c,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
00ae450b11f1,AIRY_DELICATE,c7b80985de0786bfc5b025f7292b95bbe9b50a6975f5bff2ad6a1417df25a55c,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
00ae450b11f1,INTENSE_DISTINCT,c7b80985de0786bfc5b025f7292b95bbe9b50a6975f5bff2ad6a1417df25a55c,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
00ae450b11f1,RECOMMEND_FOR_ME,c7b80985de0786bfc5b025f7292b95bbe9b50a6975f5bff2ad6a1417df25a55c,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
07564b6df5b9,DENSE_SOLID,947ca1a1a81ecb600323a36eb343c61210e3446b852b76bd49869ae93e481c69,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 단단하고 밀도 있는 소리 만들기,음량을 키우지 않고 밀도 유지하기
07564b6df5b9,BRIGHT_CLEAR,947ca1a1a81ecb600323a36eb343c61210e3446b852b76bd49869ae93e481c69,BRIGHTNESS,TIMBRE_STYLE,"현재의 편안한 힘 사용은 유지하면서, 음량을 더 키우지 않고 더 밝고 선명한 음색 만들기",발음으로 선명함 만들기
07564b6df5b9,SOFT_SWEET,947ca1a1a81ecb600323a36eb343c61210e3446b852b76bd49869ae93e481c69,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 부드럽고 자연스럽게 구절 이어가기,짧은 구절을 부드럽게 이어보기
07564b6df5b9,LIGHT_CLEAR,947ca1a1a81ecb600323a36eb343c61210e3446b852b76bd49869ae93e481c69,BRIGHTNESS,TIMBRE_STYLE,"현재의 편안한 힘 사용은 유지하면서, 음량을 더 키우지 않고 더 밝고 선명한 음색 만들기",가볍게 또렷하게 이어보기
07564b6df5b9,WARM_FULL,947ca1a1a81ecb600323a36eb343c61210e3446b852b76bd49869ae93e481c69,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 따뜻하고 풍성한 소리 만들기,음량 없이 중음 밀도 유지하기
07564b6df5b9,AIRY_DELICATE,947ca1a1a81ecb600323a36eb343c61210e3446b852b76bd49869ae93e481c69,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 섬세하게 이어가기,작은 강도로 섬세하게 이어보기
07564b6df5b9,INTENSE_DISTINCT,947ca1a1a81ecb600323a36eb343c61210e3446b852b76bd49869ae93e481c69,STYLE,TIMBRE_STYLE,음량을 키우지 않고 표현으로 선명도 높이기,음량 없이 표현으로 선명도 높이기
07564b6df5b9,RECOMMEND_FOR_ME,947ca1a1a81ecb600323a36eb343c61210e3446b852b76bd49869ae93e481c69,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 부드럽고 자연스럽게 구절 이어가기,짧은 구절을 부드럽게 이어보기
0ada85fffc84,DENSE_SOLID,2aa3ca1ef1a6125368d3871f247f6738a601fe85393d08e6eee2bc58b5d8ea79,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 단단하고 밀도 있는 소리 만들기,음량을 키우지 않고 밀도 유지하기
0ada85fffc84,BRIGHT_CLEAR,2aa3ca1ef1a6125368d3871f247f6738a601fe85393d08e6eee2bc58b5d8ea79,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 밝고 선명한 소리 만들기,발음으로 선명함 만들기
0ada85fffc84,SOFT_SWEET,2aa3ca1ef1a6125368d3871f247f6738a601fe85393d08e6eee2bc58b5d8ea79,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 부드럽고 자연스럽게 구절 이어가기,짧은 구절을 부드럽게 이어보기
0ada85fffc84,LIGHT_CLEAR,2aa3ca1ef1a6125368d3871f247f6738a601fe85393d08e6eee2bc58b5d8ea79,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 가볍고 맑은 소리 만들기,가볍게 또렷하게 이어보기
0ada85fffc84,WARM_FULL,2aa3ca1ef1a6125368d3871f247f6738a601fe85393d08e6eee2bc58b5d8ea79,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 따뜻하고 풍성한 소리 만들기,음량 없이 중음 밀도 유지하기
0ada85fffc84,AIRY_DELICATE,2aa3ca1ef1a6125368d3871f247f6738a601fe85393d08e6eee2bc58b5d8ea79,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 섬세하게 이어가기,작은 강도로 섬세하게 이어보기
0ada85fffc84,INTENSE_DISTINCT,2aa3ca1ef1a6125368d3871f247f6738a601fe85393d08e6eee2bc58b5d8ea79,STYLE,TIMBRE_STYLE,음량을 키우지 않고 표현으로 선명도 높이기,음량 없이 표현으로 선명도 높이기
0ada85fffc84,RECOMMEND_FOR_ME,2aa3ca1ef1a6125368d3871f247f6738a601fe85393d08e6eee2bc58b5d8ea79,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 가볍고 맑은 소리 만들기,가볍게 또렷하게 이어보기
0ea5487c229a,DENSE_SOLID,e08549965466b18ea411ac0b3820def937a1ab1cff63bc099fbdcdda28435df2,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 단단하고 밀도 있는 소리 만들기,음량을 키우지 않고 밀도 유지하기
0ea5487c229a,BRIGHT_CLEAR,e08549965466b18ea411ac0b3820def937a1ab1cff63bc099fbdcdda28435df2,BRIGHTNESS,TIMBRE_STYLE,"현재의 편안한 힘 사용은 유지하면서, 음량을 더 키우지 않고 더 밝고 선명한 음색 만들기",발음으로 선명함 만들기
0ea5487c229a,SOFT_SWEET,e08549965466b18ea411ac0b3820def937a1ab1cff63bc099fbdcdda28435df2,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 부드럽고 자연스럽게 구절 이어가기,짧은 구절을 부드럽게 이어보기
0ea5487c229a,LIGHT_CLEAR,e08549965466b18ea411ac0b3820def937a1ab1cff63bc099fbdcdda28435df2,BRIGHTNESS,TIMBRE_STYLE,"현재의 편안한 힘 사용은 유지하면서, 음량을 더 키우지 않고 더 밝고 선명한 음색 만들기",가볍게 또렷하게 이어보기
0ea5487c229a,WARM_FULL,e08549965466b18ea411ac0b3820def937a1ab1cff63bc099fbdcdda28435df2,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 따뜻하고 풍성한 소리 만들기,음량 없이 중음 밀도 유지하기
0ea5487c229a,AIRY_DELICATE,e08549965466b18ea411ac0b3820def937a1ab1cff63bc099fbdcdda28435df2,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 섬세하게 이어가기,작은 강도로 섬세하게 이어보기
0ea5487c229a,INTENSE_DISTINCT,e08549965466b18ea411ac0b3820def937a1ab1cff63bc099fbdcdda28435df2,STYLE,TIMBRE_STYLE,음량을 키우지 않고 표현으로 선명도 높이기,음량 없이 표현으로 선명도 높이기
0ea5487c229a,RECOMMEND_FOR_ME,e08549965466b18ea411ac0b3820def937a1ab1cff63bc099fbdcdda28435df2,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 따뜻하고 풍성한 소리 만들기,음량 없이 중음 밀도 유지하기
0f26db696e8e,DENSE_SOLID,be00a90ce7a79b8a07974391dddc34ca0ddd34dbadbb10064026439c40a5e385,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 단단하고 밀도 있는 소리 만들기,음량을 키우지 않고 밀도 유지하기
0f26db696e8e,BRIGHT_CLEAR,be00a90ce7a79b8a07974391dddc34ca0ddd34dbadbb10064026439c40a5e385,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 밝고 선명한 소리 만들기,발음으로 선명함 만들기
0f26db696e8e,SOFT_SWEET,be00a90ce7a79b8a07974391dddc34ca0ddd34dbadbb10064026439c40a5e385,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 부드럽고 자연스럽게 구절 이어가기,짧은 구절을 부드럽게 이어보기
0f26db696e8e,LIGHT_CLEAR,be00a90ce7a79b8a07974391dddc34ca0ddd34dbadbb10064026439c40a5e385,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 가볍고 맑은 소리 만들기,가볍게 또렷하게 이어보기
0f26db696e8e,WARM_FULL,be00a90ce7a79b8a07974391dddc34ca0ddd34dbadbb10064026439c40a5e385,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 따뜻하고 풍성한 소리 만들기,음량 없이 중음 밀도 유지하기
0f26db696e8e,AIRY_DELICATE,be00a90ce7a79b8a07974391dddc34ca0ddd34dbadbb10064026439c40a5e385,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 섬세하게 이어가기,작은 강도로 섬세하게 이어보기
0f26db696e8e,INTENSE_DISTINCT,be00a90ce7a79b8a07974391dddc34ca0ddd34dbadbb10064026439c40a5e385,STYLE,TIMBRE_STYLE,음량을 키우지 않고 표현으로 선명도 높이기,음량 없이 표현으로 선명도 높이기
0f26db696e8e,RECOMMEND_FOR_ME,be00a90ce7a79b8a07974391dddc34ca0ddd34dbadbb10064026439c40a5e385,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 부드럽고 자연스럽게 구절 이어가기,짧은 구절을 부드럽게 이어보기
10d07cc48c55,DENSE_SOLID,02cc63c9659bf973316e0efa7a6ab084ce5666cd966a666d16ccfa077504ec1c,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 단단하고 밀도 있는 소리 만들기,음량을 키우지 않고 밀도 유지하기
10d07cc48c55,BRIGHT_CLEAR,02cc63c9659bf973316e0efa7a6ab084ce5666cd966a666d16ccfa077504ec1c,BRIGHTNESS,TIMBRE_STYLE,"현재의 편안한 힘 사용은 유지하면서, 음량을 더 키우지 않고 더 밝고 선명한 음색 만들기",발음으로 선명함 만들기
10d07cc48c55,SOFT_SWEET,02cc63c9659bf973316e0efa7a6ab084ce5666cd966a666d16ccfa077504ec1c,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 부드럽고 자연스럽게 구절 이어가기,짧은 구절을 부드럽게 이어보기
10d07cc48c55,LIGHT_CLEAR,02cc63c9659bf973316e0efa7a6ab084ce5666cd966a666d16ccfa077504ec1c,BRIGHTNESS,TIMBRE_STYLE,"현재의 편안한 힘 사용은 유지하면서, 음량을 더 키우지 않고 더 밝고 선명한 음색 만들기",가볍게 또렷하게 이어보기
10d07cc48c55,WARM_FULL,02cc63c9659bf973316e0efa7a6ab084ce5666cd966a666d16ccfa077504ec1c,STYLE,TIMBRE_STYLE,음량을 키우지 않고 더 따뜻하고 풍성한 소리 만들기,음량 없이 중음 밀도 유지하기
10d07cc48c55,AIRY_DELICATE,02cc63c9659bf973316e0efa7a6ab084ce5666cd966a666d16ccfa077504ec1c,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 섬세하게 이어가기,작은 강도로 섬세하게 이어보기
10d07cc48c55,INTENSE_DISTINCT,02cc63c9659bf973316e0efa7a6ab084ce5666cd966a666d16ccfa077504ec1c,STYLE,TIMBRE_STYLE,음량을 키우지 않고 표현으로 선명도 높이기,음량 없이 표현으로 선명도 높이기
10d07cc48c55,RECOMMEND_FOR_ME,02cc63c9659bf973316e0efa7a6ab084ce5666cd966a666d16ccfa077504ec1c,STYLE,TIMBRE_STYLE,힘을 더 쓰지 않고 더 부드럽고 자연스럽게 구절 이어가기,짧은 구절을 부드럽게 이어보기
1387ae324719,DENSE_SOLID,a766a4621c7ed81686025df2270a1803b8fd3c8a6aaba8268b5a5fc36928c8d1,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
1387ae324719,BRIGHT_CLEAR,a766a4621c7ed81686025df2270a1803b8fd3c8a6aaba8268b5a5fc36928c8d1,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
1387ae324719,SOFT_SWEET,a766a4621c7ed81686025df2270a1803b8fd3c8a6aaba8268b5a5fc36928c8d1,EFFORT,EFFORT,같은 음을 더 세게 밀지 않고 편안한 힘으로 유지하기,쉬운 음역에서 작은~중간 강도
